Parent Path,Name,Href,URL,Is External,ms.author,ms.topic,description,pivot,pivot_groups,hub-only,file_found,has_tabs,tab_count,tab_formats,has_images,image_count,image_formats,portal_steps
Models > Azure OpenAI in Foundry Models > Concepts,Model versions,ai-foundry/openai/concepts/model-versions.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/concepts/model-versions.md,False,mbullwin,conceptual,Learn about model versions in Azure OpenAI.,,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > Concepts,Legacy models,ai-foundry/openai/concepts/legacy-models.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/concepts/legacy-models.md,False,mbullwin,conceptual,Learn about the deprecated models in Azure OpenAI.,,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview),Getting started with Assistants,ai-foundry/openai/how-to/assistant.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/assistant.md,False,aahi,how-to,Learn how to create helpful AI Assistants with tools like Code Interpreter.,,,False,True,False,0,,True,2,"content, .png, content",False
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview) > Tools,Code Interpreter,ai-foundry/openai/how-to/code-interpreter.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/code-interpreter.md,False,aahi,how-to,Learn how to use Assistants Code Interpreter,,,False,True,True,8,"rest, python",False,0,,False
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview) > Tools > Function calling,Assistants function calling,ai-foundry/openai/how-to/assistant-functions.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/assistant-functions.md,False,aahi,how-to,Learn how to use Assistants function calling,,,False,True,True,4,"rest, python",False,0,,False
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview) > Tools > Function calling,Function calling with Azure Logic Apps,ai-foundry/openai/how-to/assistants-logic-apps.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/assistants-logic-apps.md,False,aahi,how-to,Learn how to create helpful AI Assistants with Logic apps.,,,False,True,False,0,,True,13,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Assistants (preview) > Tools,File search,ai-foundry/openai/how-to/file-search.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/file-search.md,False,aahi,how-to,Learn how to use Assistants file search.,,,False,True,True,2,"rest, python",False,0,,False
Models > Azure OpenAI in Foundry Models > How-to,Content filtering,ai-foundry/openai/how-to/content-filters.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/content-filters.md,False,mbullwin,how-to,"Learn how to use and configure the content filters that come with Azure AI Foundry, including getting approval for gated modifications.",,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > How-to,Use blocklists,ai-foundry/openai/how-to/use-blocklists.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/use-blocklists.md,False,pafarley,how-to,Learn how to use blocklists with Azure OpenAI,,,False,True,True,2,"foundry, api",False,0,,True
Models > Azure OpenAI in Foundry Models > How-to,Risks & Safety Monitoring,ai-foundry/openai/how-to/risks-safety-monitor.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/risks-safety-monitor.md,False,pafarley,how-to,Learn how to check statistics and insights from your Azure OpenAI content filtering activity.,,,False,True,False,0,,True,2,"content, .png, content",True
Models > Azure OpenAI in Foundry Models > How-to > Use your data,Text data,ai-foundry/openai/concepts/use-your-data.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/concepts/use-your-data.md,False,aahi,quickstart,Use this article to learn about using your data for better text generation in Azure OpenAI.,,,False,True,True,10,"file-upload, ai-search, teams, mongo-db-atlas, blob-storage, copilot, web-app, web-pages, mongo-db, elasticsearch",True,16,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Use your data,Network and access configuration,ai-foundry/openai/how-to/on-your-data-configuration.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/on-your-data-configuration.md,False,aahi,how-to,Use this article to learn about configuring Azure OpenAI when using your data for text generation.,,,False,True,False,0,,True,12,"content, .png, content, content, content, content, content, content, content, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Use your data,Deploy and use web apps,ai-foundry/openai/how-to/use-web-app.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/use-web-app.md,False,aahi,how-to,Use this article to learn about using the available web app to chat with Azure OpenAI models.,,,False,True,False,0,,True,6,"content, .png, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Use your data,Use the Azure Developer CLI,ai-foundry/openai/how-to/azure-developer-cli.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/azure-developer-cli.md,False,aahi,quickstart,Use this article to learn how to automate resource deployment for Azure OpenAI On Your Data.,,,False,True,False,0,,False,0,,True
Models > Azure OpenAI in Foundry Models > How-to > Use your data,Troubleshooting and best practices,ai-foundry/openai/how-to/on-your-data-best-practices.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/on-your-data-best-practices.md,False,aahi,conceptual,"Learn about the best practices for using Azure OpenAI On Your Data, along with how to fix common problems.",,,False,True,False,0,,False,0,,True
Models > Azure OpenAI in Foundry Models > How-to,Migrate to OpenAI Python v1.x,ai-foundry/openai/how-to/migration.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/migration.md,False,mbullwin,how-to,Learn about migrating to the latest release of the OpenAI Python library with Azure OpenAI.,,,False,True,True,12,"dalle-fix-async, python-new, python, dalle-fix",False,0,,False
Models > Azure OpenAI in Foundry Models > How-to,Migrate to OpenAI JavaScript v4.x,ai-foundry/openai/how-to/migration-javascript.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/migration-javascript.md,False,mbullwin,how-to,Learn about migrating to the latest release of the OpenAI JavaScript library with Azure OpenAI.,,,False,True,True,28,"javascript-new, javascript-old",False,0,,False
Models > Azure OpenAI in Foundry Models > How-to,Migrate to Azure OpenAI .NET v2.0,ai-foundry/openai/how-to/dotnet-migration.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/dotnet-migration.md,False,mbullwin,how-to,Learn about migrating to the latest release of the Azure OpenAI package for .NET.,,,False,True,True,20,"stable, beta",False,0,,False
Models > Azure OpenAI in Foundry Models > How-to > Models,Manage models,ai-foundry/openai/how-to/working-with-models.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/working-with-models.md,False,mbullwin,conceptual,"Learn about managing model deployment life cycle, updates, & retirement.",,,False,True,True,2,"rest, powershell",True,4,"content, .png, content, content",False
Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Virtual networks with private endpoints,ai-foundry/openai/how-to/network.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/network.md,False,mbullwin,how-to,How to secure your Azure OpenAI resource inside a virtual network with private endpoints,,,False,True,False,0,,True,6,"content, .png, content, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Encryption of data at rest,ai-foundry/openai/encrypt-data-at-rest.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/encrypt-data-at-rest.md,False,mbullwin,conceptual,Learn how Azure OpenAI encrypts your data when it's persisted to the cloud.,,,False,True,False,0,,True,5,"content, .png, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Managed identity,ai-foundry/openai/how-to/managed-identity.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/managed-identity.md,False,mbullwin,how-to,Provides guidance on how to set managed identity with Microsoft Entra ID,,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > How-to > Networking and security,Network security perimeter (preview),ai-foundry/openai/how-to/network-security-perimeter.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/network-security-perimeter.md,False,aahi,how-to,Use this article to learn about adding Azure OpenAI to your network security perimeter.,,,False,True,False,0,,True,18,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Service management,Resource creation & model deployment,ai-foundry/openai/how-to/create-resource.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/create-resource.md,False,mbullwin,how-to,Learn how to get started with Azure OpenAI and create your first resource and deploy your first model in the Azure CLI or the Azure portal.,openai-create-resource,"web-portal, cli, ps",False,True,False,0,,True,1,,False
Models > Azure OpenAI in Foundry Models > How-to > Service management,Manage quota,ai-foundry/openai/how-to/quota.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/quota.md,False,mbullwin,how-to,Learn how to use Azure OpenAI to control your deployments rate limits.,,,False,True,True,6,"terraform, bicep, arm, powershell, cli, rest",True,2,"content, .png, content",False
Models > Azure OpenAI in Foundry Models > How-to > Service management,Dynamic quota,ai-foundry/openai/how-to/dynamic-quota.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/dynamic-quota.md,False,mbullwin,how-to,Learn how to use Azure OpenAI dynamic quota,,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > How-to > Service management,Monitor Azure OpenAI,ai-foundry/openai/how-to/monitor-openai.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/monitor-openai.md,False,mbullwin,conceptual,Start here to learn how to use Azure Monitor tools like Log Analytics to capture and analyze metrics and data logs for your Azure OpenAI.,,,False,True,False,0,,True,4,"content, .png, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Service management,Plan and manage costs,ai-foundry/openai/how-to/manage-costs.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/manage-costs.md,False,mbullwin,how-to,Learn how to plan for and manage costs for Azure OpenAI by using cost analysis in the Azure portal.,,,False,True,False,0,,True,5,"content, .png, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Service management,Performance & latency,ai-foundry/openai/how-to/latency.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/latency.md,False,mbullwin,how-to,Learn about performance and latency with Azure OpenAI,,,False,True,False,0,,True,1,.png,False
Models > Azure OpenAI in Foundry Models > How-to > Service management,Role-based access control (Azure RBAC),ai-foundry/openai/how-to/role-based-access-control.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/role-based-access-control.md,False,mbullwin,how-to,Learn how to use Azure RBAC for managing individual access to Azure OpenAI resources.,,,False,True,False,0,,False,0,,True
Models > Azure OpenAI in Foundry Models > How-to > Service management,Business continuity & disaster recovery (BCDR),ai-foundry/openai/how-to/business-continuity-disaster-recovery.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/business-continuity-disaster-recovery.md,False,mbullwin,how-to,Considerations for implementing Business Continuity and Disaster Recovery (BCDR) with Azure OpenAI,,,False,True,False,0,,True,3,"content, .jpg, content, content, .png",True
Models > Azure OpenAI in Foundry Models > How-to,Work with code,ai-foundry/openai/how-to/work-with-code.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/work-with-code.md,False,mbullwin,how-to,Learn how to use the Codex models on Azure OpenAI to handle a variety of coding tasks.,,,False,True,False,0,,False,0,,True
Models > Azure OpenAI in Foundry Models > How-to,Deploy and use web apps,ai-foundry/openai/how-to/use-web-app.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/use-web-app.md,False,aahi,how-to,Use this article to learn about using the available web app to chat with Azure OpenAI models.,,,False,True,False,0,,True,6,"content, .png, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > How-to > Legacy,Completions (legacy),ai-foundry/openai/how-to/completions.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/completions.md,False,mbullwin,how-to,"Learn how to generate or manipulate text, including code by using the legacy completion endpoint in Azure OpenAI in Azure AI Foundry Models.",,,False,True,False,0,,False,0,,True
Models > Azure OpenAI in Foundry Models > How-to > Legacy,Chat Markup Language (ChatML),ai-foundry/openai/how-to/chat-markup-language.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/chat-markup-language.md,False,mbullwin,how-to,Learn how to work with Chat Markup Language (preview),,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > Tutorials,Embeddings,ai-foundry/openai/tutorials/embeddings.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/tutorials/embeddings.md,False,mbullwin,tutorial,Learn how to use Azure OpenAI's embeddings API for document search with the BillSum dataset,openai-embeddings,"programming-language-powershell, programming-language-python",False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > Tutorials,Fine-tuning GPT-4o mini,ai-foundry/openai/tutorials/fine-tune.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/tutorials/fine-tune.md,False,mbullwin,tutorial,Learn how to use Azure OpenAI's latest fine-tuning capabilities with gpt-4o-mini-2024-07-18,,,False,True,True,3,"command-line, powershell, bash",False,0,,False
Models > Azure OpenAI in Foundry Models > Security & Governance,"Data, privacy, and security",ai-foundry/responsible-ai/openai/data-privacy.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/openai/data-privacy.md,False,chrhoder,article,"This document details issues for data, privacy, and security for Azure OpenAI Service",,,False,True,True,2,"azure-cli, azure-portal",True,2,"content, .jpg, .png",True
Models > Azure OpenAI in Foundry Models > Security & Governance,Encryption of data at rest,ai-foundry/openai/encrypt-data-at-rest.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/encrypt-data-at-rest.md,False,mbullwin,conceptual,Learn how Azure OpenAI encrypts your data when it's persisted to the cloud.,,,False,True,False,0,,True,5,"content, .png, content, content, content",True
Models > Azure OpenAI in Foundry Models > Security & Governance,Managed identity,ai-foundry/openai/how-to/managed-identity.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/managed-identity.md,False,mbullwin,how-to,Provides guidance on how to set managed identity with Microsoft Entra ID,,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > Security & Governance,Role-based access control (Azure RBAC),ai-foundry/openai/how-to/role-based-access-control.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/role-based-access-control.md,False,mbullwin,how-to,Learn how to use Azure RBAC for managing individual access to Azure OpenAI resources.,,,False,True,False,0,,False,0,,True
Models > Azure OpenAI in Foundry Models > Security & Governance,Business continuity & disaster recovery (BCDR),ai-foundry/openai/how-to/business-continuity-disaster-recovery.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/business-continuity-disaster-recovery.md,False,mbullwin,how-to,Considerations for implementing Business Continuity and Disaster Recovery (BCDR) with Azure OpenAI,,,False,True,False,0,,True,3,"content, .jpg, content, content, .png",True
Models > Azure OpenAI in Foundry Models > Security & Governance > Use your data,Network and access configuration,ai-foundry/openai/how-to/on-your-data-configuration.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/openai/how-to/on-your-data-configuration.md,False,aahi,how-to,Use this article to learn about configuring Azure OpenAI when using your data for text generation.,,,False,True,False,0,,True,12,"content, .png, content, content, content, content, content, content, content, content, content, content, content",True
Models > Azure OpenAI in Foundry Models > Responsible AI,Overview,ai-foundry/responsible-ai/openai/overview.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/openai/overview.md,False,pafarley,article,RAI overview for Azure OpenAI Service,,,False,True,False,0,,True,1,.png,True
Models > Azure OpenAI in Foundry Models > Responsible AI,Transparency note,ai-foundry/responsible-ai/openai/transparency-note.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/openai/transparency-note.md,False,pafarley,article,Transparency Note for Azure OpenAI Service,,,False,True,True,15,"speech, text, image",True,6,"content, .png, content, content",True
Models > Azure OpenAI in Foundry Models > Responsible AI,Limited access,ai-foundry/responsible-ai/openai/limited-access.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/openai/limited-access.md,False,krlaird,article,This document details the limited access policy for Azure OpenAI Service,,,False,True,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > Responsible AI,Code of conduct,ai-foundry/toc-files/models//legal/ai-code-of-conduct,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/toc-files/models//legal/ai-code-of-conduct,False,,,,,,False,False,False,0,,False,0,,False
Models > Azure OpenAI in Foundry Models > Responsible AI,"Data, privacy, and security",ai-foundry/responsible-ai/openai/data-privacy.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/openai/data-privacy.md,False,chrhoder,article,"This document details issues for data, privacy, and security for Azure OpenAI Service",,,False,True,True,2,"azure-cli, azure-portal",True,2,"content, .jpg, .png",True
Models > Azure OpenAI in Foundry Models > Responsible AI,Customer Copyright Commitment,ai-foundry/responsible-ai/openai/customer-copyright-commitment.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/openai/customer-copyright-commitment.md,False,mbullwin,article,Customer Copyright Commitment Required Mitigations for Azure OpenAI Service,,,False,True,False,0,,False,0,,False
AI services,Use Azure AI services in Azure AI Foundry portal,ai-services/connect-services-ai-foundry-portal.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/connect-services-ai-foundry-portal.md?context=/azure/ai-foundry/context/context,False,eur,how-to,Learn how to use Azure AI services in Azure AI Foundry portal. You can use existing Azure AI services resources in Azure AI Foundry portal by creating a connection to the resource.,,,False,True,False,0,,True,7,"content, .png, content, content, content, content, content, content",True
AI services,What are Azure AI services?,ai-services/what-are-ai-services.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/what-are-ai-services.md?context=/azure/ai-foundry/context/context,False,eur,overview,Azure AI services are cloud-based artificial intelligence (AI) services that help developers build cognitive intelligence into applications without having direct AI or data science skills or knowledge.,,,False,True,False,0,,True,21,.svg,False
AI services > Content Safety,What is Azure AI Content Safety service?,ai-services/content-safety/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-safety/overview.md?context=/azure/ai-foundry/context/context,False,pafarley,overview,"Learn how to use Content Safety to track, flag, assess, and filter inappropriate material in user-generated content.",,,False,True,False,0,,False,0,,False
AI services > Content Safety,Prompt Shields quickstart,ai-services/content-safety/quickstart-jailbreak.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-safety/quickstart-jailbreak.md?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,Learn how to detect large language model input attack risks and mitigate risk with Azure AI Content Safety.,programming-languages-content-safety-foundry-rest,"programming-language-foundry-portal, programming-language-rest",False,True,False,0,,False,0,,False
AI services > Content Safety,Groundedness detection (preview) quickstart,ai-services/content-safety/quickstart-groundedness.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-safety/quickstart-groundedness.md?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,Learn how to detect whether the text responses of large language models (LLMs) are grounded in the source materials provided by the users.,programming-languages-content-safety-foundry-rest,"programming-language-foundry-portal, programming-language-rest",False,True,False,0,,False,0,,False
AI services > Content Safety,Protected material detection for text quickstart,ai-services/content-safety/quickstart-protected-material.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-safety/quickstart-protected-material.md?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,Learn how to Protected Material for Text generated by large language models and mitigate risk with Azure AI Content Safety.,programming-languages-content-safety-foundry-rest,"programming-language-foundry-portal, programming-language-rest",False,True,False,0,,False,0,,False
AI services > Content Safety,Custom categories (preview) quickstart,ai-services/content-safety/quickstart-custom-categories.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-safety/quickstart-custom-categories.md?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,Use the custom categories API to create your own content categories and train the Content Safety model for your use case.,programming-languages-content-safety-foundry-rest,"programming-language-foundry-portal, programming-language-rest",False,True,False,0,,False,0,,False
AI services > Content Safety,Text moderation quickstart,ai-services/content-safety/quickstart-text.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-safety/quickstart-text.md?context=/azure/ai-foundry/context/context,False,pafarley,quickstart,Get started using Azure AI Content Safety to analyze text content for objectionable material.,programming-languages-content-safety-2,"programming-language-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, programming-language-rest, programming-language-typescript",False,True,False,0,,False,0,,False
AI services > Content Understanding,What is Azure AI Content Understanding (preview)?,ai-services/content-understanding/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-understanding/overview.md?context=/azure/ai-foundry/context/context,False,pafarley,overview,"Learn about Azure AI Content Understanding solutions, processes, workflows, use-cases, and field extractions.",,,False,True,False,0,,True,2,"content, .png, content",False
AI services > Content Understanding,Use Content Understanding in Azure AI Foundry portal,ai-services/content-understanding/quickstart/use-ai-foundry.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/content-understanding/quickstart/use-ai-foundry.md?context=/azure/ai-foundry/context/context,False,kabrow,quickstart,Create an Azure AI Content Understanding single-file task in the Azure AI Foundry portal,,,False,True,False,0,,True,8,"content, .png, content, content, content, content, content, content, content",True
AI services > Document Intelligence,What is Azure AI Document Intelligence?,ai-services/document-intelligence/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/document-intelligence/overview.md?context=/azure/ai-foundry/context/context,False,lajanuar,overview,Azure AI Document Intelligence is a machine-learning based OCR and intelligent document processing service to automate extraction of key data from forms and documents.,,,False,True,False,0,,True,27,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",False
AI services > Language,What is Azure AI Language?,ai-services/language-service/overview.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/overview.md?context=/azure/ai-foundry/context/context,False,lajanuar,overview,Learn how to integrate AI into your applications that can extract information and understand written language.,,,False,True,False,0,,True,16,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",False
AI services > Language,Conversation Language Understanding,ai-services/language-service/conversational-language-understanding/quickstart.md?context=/azure/ai-foundry/context/context&pivots=rest-api,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/conversational-language-understanding/quickstart.md?context=/azure/ai-foundry/context/context&pivots=rest-api,False,lajanuar,quickstart,Quickly start building an AI model to extract information and predict the intentions of text-based utterances.,usage-custom-language-features,"language-studio, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Key Phrase Extraction,ai-services/language-service/key-phrase-extraction/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/key-phrase-extraction/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Use this quickstart to start using the Key Phrase Extraction API.,programming-languages-text-analytics,"ai-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Language Detection,ai-services/language-service/language-detection/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/language-detection/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Use this quickstart to start using Language Detection.,programming-languages-text-analytics,"ai-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Named Entity Recognition,ai-services/language-service/named-entity-recognition/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/named-entity-recognition/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Use this quickstart to start using the Named Entity Recognition (NER) API.,programming-languages-text-analytics,"ai-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Custom Named Entity Recognition,ai-services/language-service/custom-named-entity-recognition/quickstart.md?context=/azure/ai-foundry/context/context&pivots=rest-api,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/custom-named-entity-recognition/quickstart.md?context=/azure/ai-foundry/context/context&pivots=rest-api,False,lajanuar,quickstart,Quickly start building an AI model to categorize and extract information from unstructured text.,usage-custom-language-features,"language-studio, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Native Document Support,ai-services/language-service/native-document-support/use-native-documents.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/native-document-support/use-native-documents.md?context=/azure/ai-foundry/context/context,False,,,,,,False,False,False,0,,False,0,,False
AI services > Language,Orchestration Workflow,ai-services/language-service/orchestration-workflow/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/orchestration-workflow/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,"Quickly start creating an AI model to connect your Conversational Language Understanding, question answering and LUIS applications.",usage-custom-language-features,"language-studio, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Personally Identifiable Information detection,ai-services/language-service/personally-identifiable-information/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/personally-identifiable-information/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Use this quickstart to start using the PII detection API.,programming-languages-text-analytics,"ai-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Sentiment Analysis,ai-services/language-service/sentiment-opinion-mining/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/sentiment-opinion-mining/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Use this quickstart to start using the Sentiment Analysis API.,programming-languages-text-analytics,"ai-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Summarization,ai-services/language-service/summarization/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/summarization/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Use this quickstart to start using Summarization.,programming-languages-text-analytics,"ai-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Text Analytics for Health,ai-services/language-service/text-analytics-for-health/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/text-analytics-for-health/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Use this quickstart to start using Text Analytics for health.,programming-languages-text-analytics,"ai-foundry-portal, programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python, rest-api",False,True,False,0,,False,0,,False
AI services > Language,Text Classification,ai-services/language-service/custom-text-classification/quickstart.md?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/language-service/custom-text-classification/quickstart.md?context=/azure/ai-foundry/context/context,False,lajanuar,quickstart,Quickly start building an AI model to identify and apply labels (classify) unstructured text.,usage-custom-language-features,"language-studio, rest-api",False,True,False,0,,False,0,,False
